2023-04-07 13:36:03.839 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 10:18:00.944 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (ba4885e061af9a412d4adf59243c5144) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.944 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (8a29bea80dcb1c8d0927359d7c849855) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.944 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (5575a689d39f415d092f02d37cdb6eab) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.945 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (094b24e9cf0a4d06d3aa82573c099fa2) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.945 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (dd49a6c43838c8e19a68d71b775c8f11) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (05c974383026848748b246c9811bbf9a) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (80055a489591f63b5a80832fd59fea42) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (608eace0f9e0aea723a7a5d86d0b7b43) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (4a70e5183a2ad3cb3b20c1f59f4d8820) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (5ffa5fb5798ed73256513086f91592fa) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (d973fff44e4ddb662037fab673efaf22) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (4269ba88a6447ca5231d0680b725daef) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.946 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (37c24ce3f05af0d436f3e99c037ca2d0) switched from CREATED to SCHEDULED.
2023-04-08 10:18:00.964 [flink-akka.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Connecting to ResourceManager akka://flink/user/rpc/resourcemanager_2(a0f65aaafb704e4c122b2f90dba1481c)
2023-04-08 10:18:00.966 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Resolved ResourceManager address, beginning registration
2023-04-08 10:18:00.967 [flink-akka.actor.default-dispatcher-9] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Registering job manager 966eeb0407081dcff4b46c98fec2416d@akka://flink/user/rpc/jobmanager_3 for job 41c680279e0fd45827da292f3c10ebad.
2023-04-08 10:18:00.978 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Registered job manager 966eeb0407081dcff4b46c98fec2416d@akka://flink/user/rpc/jobmanager_3 for job 41c680279e0fd45827da292f3c10ebad.
2023-04-08 10:18:00.980 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.jobmaster.JobMaster - JobManager successfully registered at ResourceManager, leader id: a0f65aaafb704e4c122b2f90dba1481c.
2023-04-08 10:18:00.981 [flink-akka.actor.default-dispatcher-9] INFO  o.a.f.r.r.slotmanager.DeclarativeSlotManager - Received resource requirements from job 41c680279e0fd45827da292f3c10ebad: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=6}]
2023-04-08 10:18:00.985 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 3ca670b5afdcf96997db386d7980d6d2 for job 41c680279e0fd45827da292f3c10ebad from resource manager with leader id a0f65aaafb704e4c122b2f90dba1481c.
2023-04-08 10:18:00.990 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 3ca670b5afdcf96997db386d7980d6d2.
2023-04-08 10:18:00.992 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Add job 41c680279e0fd45827da292f3c10ebad for job leader monitoring.
2023-04-08 10:18:00.993 [mini-cluster-io-thread-2] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Try to register at job manager akka://flink/user/rpc/jobmanager_3 with leader id f4b46c98-fec2-416d-966e-eb0407081dcf.
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request a70f3bfa2e4fe34f72467e7a19cda6e3 for job 41c680279e0fd45827da292f3c10ebad from resource manager with leader id a0f65aaafb704e4c122b2f90dba1481c.
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for a70f3bfa2e4fe34f72467e7a19cda6e3.
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 0f8c5cd546112dbd21a3618a92f00e3e for job 41c680279e0fd45827da292f3c10ebad from resource manager with leader id a0f65aaafb704e4c122b2f90dba1481c.
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 0f8c5cd546112dbd21a3618a92f00e3e.
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-9] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Resolved JobManager address, beginning registration
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 7f8555f0efcbeaad97129d80cab9c229 for job 41c680279e0fd45827da292f3c10ebad from resource manager with leader id a0f65aaafb704e4c122b2f90dba1481c.
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 7f8555f0efcbeaad97129d80cab9c229.
2023-04-08 10:18:00.994 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 296b9c167e77a3a3a3d6565798bcc6e2 for job 41c680279e0fd45827da292f3c10ebad from resource manager with leader id a0f65aaafb704e4c122b2f90dba1481c.
2023-04-08 10:18:00.995 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 296b9c167e77a3a3a3d6565798bcc6e2.
2023-04-08 10:18:00.995 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 28cd33a7ce7a02dd5c9bdb426f35ddf4 for job 41c680279e0fd45827da292f3c10ebad from resource manager with leader id a0f65aaafb704e4c122b2f90dba1481c.
2023-04-08 10:18:00.995 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 28cd33a7ce7a02dd5c9bdb426f35ddf4.
2023-04-08 10:18:00.997 [flink-akka.actor.default-dispatcher-9] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Successful registration at job manager akka://flink/user/rpc/jobmanager_3 for job 41c680279e0fd45827da292f3c10ebad.
2023-04-08 10:18:00.998 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Establish JobManager connection for job 41c680279e0fd45827da292f3c10ebad.
2023-04-08 10:18:01.000 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Offer reserved slots to the leader of job 41c680279e0fd45827da292f3c10ebad.
2023-04-08 10:18:01.011 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (ba4885e061af9a412d4adf59243c5144) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.011 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Source: Custom Source -> Timestamps/Watermarks (1/1) (attempt #0) with attempt id ba4885e061af9a412d4adf59243c5144 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 28cd33a7ce7a02dd5c9bdb426f35ddf4
2023-04-08 10:18:01.016 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (8a29bea80dcb1c8d0927359d7c849855) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.016 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (1/6) (attempt #0) with attempt id 8a29bea80dcb1c8d0927359d7c849855 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 28cd33a7ce7a02dd5c9bdb426f35ddf4
2023-04-08 10:18:01.017 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 28cd33a7ce7a02dd5c9bdb426f35ddf4.
2023-04-08 10:18:01.022 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (5575a689d39f415d092f02d37cdb6eab) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.022 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (2/6) (attempt #0) with attempt id 5575a689d39f415d092f02d37cdb6eab to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 3ca670b5afdcf96997db386d7980d6d2
2023-04-08 10:18:01.022 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (094b24e9cf0a4d06d3aa82573c099fa2) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.022 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (3/6) (attempt #0) with attempt id 094b24e9cf0a4d06d3aa82573c099fa2 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 0f8c5cd546112dbd21a3618a92f00e3e
2023-04-08 10:18:01.023 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (dd49a6c43838c8e19a68d71b775c8f11) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.023 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (4/6) (attempt #0) with attempt id dd49a6c43838c8e19a68d71b775c8f11 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 7f8555f0efcbeaad97129d80cab9c229
2023-04-08 10:18:01.023 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (05c974383026848748b246c9811bbf9a) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.024 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (5/6) (attempt #0) with attempt id 05c974383026848748b246c9811bbf9a to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id a70f3bfa2e4fe34f72467e7a19cda6e3
2023-04-08 10:18:01.024 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (80055a489591f63b5a80832fd59fea42) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.024 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Flat Map (6/6) (attempt #0) with attempt id 80055a489591f63b5a80832fd59fea42 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 296b9c167e77a3a3a3d6565798bcc6e2
2023-04-08 10:18:01.025 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (608eace0f9e0aea723a7a5d86d0b7b43) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.025 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (1/6) (attempt #0) with attempt id 608eace0f9e0aea723a7a5d86d0b7b43 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 28cd33a7ce7a02dd5c9bdb426f35ddf4
2023-04-08 10:18:01.026 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (4a70e5183a2ad3cb3b20c1f59f4d8820) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.026 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (2/6) (attempt #0) with attempt id 4a70e5183a2ad3cb3b20c1f59f4d8820 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 3ca670b5afdcf96997db386d7980d6d2
2023-04-08 10:18:01.026 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (5ffa5fb5798ed73256513086f91592fa) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.026 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (3/6) (attempt #0) with attempt id 5ffa5fb5798ed73256513086f91592fa to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 0f8c5cd546112dbd21a3618a92f00e3e
2023-04-08 10:18:01.026 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (d973fff44e4ddb662037fab673efaf22) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.026 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (4/6) (attempt #0) with attempt id d973fff44e4ddb662037fab673efaf22 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 7f8555f0efcbeaad97129d80cab9c229
2023-04-08 10:18:01.027 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (4269ba88a6447ca5231d0680b725daef) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.027 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (5/6) (attempt #0) with attempt id 4269ba88a6447ca5231d0680b725daef to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id a70f3bfa2e4fe34f72467e7a19cda6e3
2023-04-08 10:18:01.027 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (37c24ce3f05af0d436f3e99c037ca2d0) switched from SCHEDULED to DEPLOYING.
2023-04-08 10:18:01.027 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Sink: Unnamed (6/6) (attempt #0) with attempt id 37c24ce3f05af0d436f3e99c037ca2d0 to 1cbd1a5b-7c97-4d14-9182-2a10f10b3b09 @ activate.navicat.com (dataPort=-1) with allocation id 296b9c167e77a3a3a3d6565798bcc6e2
2023-04-08 10:18:01.032 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.r.s.changelog.StateChangelogStorageLoader - StateChangelogStorageLoader initialized with shortcut names {memory}.
2023-04-08 10:18:01.032 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.r.s.changelog.StateChangelogStorageLoader - Creating a changelog storage with name 'memory'.
2023-04-08 10:18:01.054 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (ba4885e061af9a412d4adf59243c5144), deploy into slot with allocation id 28cd33a7ce7a02dd5c9bdb426f35ddf4.
2023-04-08 10:18:01.055 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (ba4885e061af9a412d4adf59243c5144) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.056 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 28cd33a7ce7a02dd5c9bdb426f35ddf4.
2023-04-08 10:18:01.058 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (ba4885e061af9a412d4adf59243c5144) [DEPLOYING].
2023-04-08 10:18:01.068 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (1/6)#0 (8a29bea80dcb1c8d0927359d7c849855), deploy into slot with allocation id 28cd33a7ce7a02dd5c9bdb426f35ddf4.
2023-04-08 10:18:01.069 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 3ca670b5afdcf96997db386d7980d6d2.
2023-04-08 10:18:01.069 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (1/6)#0 (8a29bea80dcb1c8d0927359d7c849855) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.069 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (1/6)#0 (8a29bea80dcb1c8d0927359d7c849855) [DEPLOYING].
2023-04-08 10:18:01.072 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (2/6)#0 (5575a689d39f415d092f02d37cdb6eab), deploy into slot with allocation id 3ca670b5afdcf96997db386d7980d6d2.
2023-04-08 10:18:01.073 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 0f8c5cd546112dbd21a3618a92f00e3e.
2023-04-08 10:18:01.078 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (3/6)#0 (094b24e9cf0a4d06d3aa82573c099fa2), deploy into slot with allocation id 0f8c5cd546112dbd21a3618a92f00e3e.
2023-04-08 10:18:01.078 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 7f8555f0efcbeaad97129d80cab9c229.
2023-04-08 10:18:01.079 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (2/6)#0 (5575a689d39f415d092f02d37cdb6eab) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.079 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (2/6)#0 (5575a689d39f415d092f02d37cdb6eab) [DEPLOYING].
2023-04-08 10:18:01.080 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (4/6)#0 (dd49a6c43838c8e19a68d71b775c8f11), deploy into slot with allocation id 7f8555f0efcbeaad97129d80cab9c229.
2023-04-08 10:18:01.081 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot a70f3bfa2e4fe34f72467e7a19cda6e3.
2023-04-08 10:18:01.082 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (3/6)#0 (094b24e9cf0a4d06d3aa82573c099fa2) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.082 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (3/6)#0 (094b24e9cf0a4d06d3aa82573c099fa2) [DEPLOYING].
2023-04-08 10:18:01.084 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (4/6)#0 (dd49a6c43838c8e19a68d71b775c8f11) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.084 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (4/6)#0 (dd49a6c43838c8e19a68d71b775c8f11) [DEPLOYING].
2023-04-08 10:18:01.085 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (5/6)#0 (05c974383026848748b246c9811bbf9a), deploy into slot with allocation id a70f3bfa2e4fe34f72467e7a19cda6e3.
2023-04-08 10:18:01.086 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 296b9c167e77a3a3a3d6565798bcc6e2.
2023-04-08 10:18:01.087 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (5/6)#0 (05c974383026848748b246c9811bbf9a) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.087 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (5/6)#0 (05c974383026848748b246c9811bbf9a) [DEPLOYING].
2023-04-08 10:18:01.107 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Flat Map (6/6)#0 (80055a489591f63b5a80832fd59fea42), deploy into slot with allocation id 296b9c167e77a3a3a3d6565798bcc6e2.
2023-04-08 10:18:01.109 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 28cd33a7ce7a02dd5c9bdb426f35ddf4.
2023-04-08 10:18:01.112 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (1/6)#0 (608eace0f9e0aea723a7a5d86d0b7b43), deploy into slot with allocation id 28cd33a7ce7a02dd5c9bdb426f35ddf4.
2023-04-08 10:18:01.113 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 3ca670b5afdcf96997db386d7980d6d2.
2023-04-08 10:18:01.117 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (2/6)#0 (4a70e5183a2ad3cb3b20c1f59f4d8820), deploy into slot with allocation id 3ca670b5afdcf96997db386d7980d6d2.
2023-04-08 10:18:01.118 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 0f8c5cd546112dbd21a3618a92f00e3e.
2023-04-08 10:18:01.120 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (3/6)#0 (5ffa5fb5798ed73256513086f91592fa), deploy into slot with allocation id 0f8c5cd546112dbd21a3618a92f00e3e.
2023-04-08 10:18:01.122 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 7f8555f0efcbeaad97129d80cab9c229.
2023-04-08 10:18:01.123 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (4/6)#0 (d973fff44e4ddb662037fab673efaf22), deploy into slot with allocation id 7f8555f0efcbeaad97129d80cab9c229.
2023-04-08 10:18:01.123 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (6/6)#0 (80055a489591f63b5a80832fd59fea42) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.124 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (6/6)#0 (80055a489591f63b5a80832fd59fea42) [DEPLOYING].
2023-04-08 10:18:01.124 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot a70f3bfa2e4fe34f72467e7a19cda6e3.
2023-04-08 10:18:01.125 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (5/6)#0 (4269ba88a6447ca5231d0680b725daef), deploy into slot with allocation id a70f3bfa2e4fe34f72467e7a19cda6e3.
2023-04-08 10:18:01.126 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 296b9c167e77a3a3a3d6565798bcc6e2.
2023-04-08 10:18:01.128 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (6/6)#0 (37c24ce3f05af0d436f3e99c037ca2d0), deploy into slot with allocation id 296b9c167e77a3a3a3d6565798bcc6e2.
2023-04-08 10:18:01.128 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (4/6)#0 (d973fff44e4ddb662037fab673efaf22) switched from CREATED to DEPLOYING.
2023-04-08 10:18:01.128 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (4/6)#0 (d973fff44e4ddb662037fab673efaf22) [DEPLOYING].
2023-04-08 10:18:01.129 [Sink: Unnamed (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (5/6)#0 (4269ba88a6447ca5231d0680b725daef) switched from CREATED to DEPLOYING.
